Hours,ng_ccs_WECC,nuclear_WECC,wind_WECC,solar_WECC,ng_ccs_ERCOT,nuclear_ERCOT,solar_ERCOT,wind_ERCOT
2436,1,1,0.063,0.672333333,1,1,0.6478,0.5844
2437,1,1,0.091,0.672666667,1,1,0.6636,0.5332
2438,1,1,0.089,0.647666667,1,1,0.6262,0.5058
2439,1,1,0.118,0.628333333,1,1,0.5504,0.4892
2440,1,1,0.096,0.551333333,1,1,0.4374,0.4472
2441,1,1,0.162,0.510666667,1,1,0.3014,0.401
2442,1,1,0.224,0.378333333,1,1,0.1426,0.3766
2443,1,1,0.321,0.169333333,1,1,0.017,0.4502
2444,1,1,0.616,0.002333333,1,1,0,0.512
2445,1,1,0.72,0,1,1,0,0.5244
2446,1,1,0.737,0,1,1,0,0.5082
2447,1,1,0.543,0,1,1,0,0.4708
2448,1,1,0.491,0,1,1,0,0.3978
2449,1,1,0.448,0,1,1,0,0.3218
2450,1,1,0.345,0,1,1,0,0.2668
2451,1,1,0.317,0,1,1,0,0.2212
2452,1,1,0.266,0,1,1,0,0.1926
2453,1,1,0.227,0,1,1,0,0.1676
2454,1,1,0.204,0.006333333,1,1,0,0.1566
2455,1,1,0.183,0.207333333,1,1,0.0218,0.1508
2456,1,1,0.114,0.394,1,1,0.1568,0.1368
2457,1,1,0.061,0.514333333,1,1,0.3218,0.176
2458,1,1,0.046,0.567666667,1,1,0.4836,0.1562
2459,1,1,0.036,0.623666667,1,1,0.5682,0.1058
2460,1,1,0.071,0.643666667,1,1,0.5838,0.0844
2461,1,1,0.129,0.653666667,1,1,0.6078,0.084
2462,1,1,0.103,0.63,1,1,0.5388,0.09
2463,1,1,0.153,0.602333333,1,1,0.463,0.0926
2464,1,1,0.113,0.567666667,1,1,0.3528,0.1232
2465,1,1,0.199,0.502,1,1,0.2328,0.1854
2466,1,1,0.277,0.365333333,1,1,0.1008,0.2556
2467,1,1,0.316,0.156666667,1,1,0.0092,0.2862
2468,1,1,0.567,0.001333333,1,1,0,0.3108
2469,1,1,0.681,0,1,1,0,0.2872
2470,1,1,0.633,0,1,1,0,0.2478
2471,1,1,0.526,0,1,1,0,0.2248
2472,1,1,0.338,0,1,1,0,0.1988
2473,1,1,0.302,0,1,1,0,0.188
2474,1,1,0.29,0,1,1,0,0.1908
2475,1,1,0.297,0,1,1,0,0.2106
2476,1,1,0.29,0,1,1,0,0.2296
2477,1,1,0.254,0,1,1,0,0.1856
2478,1,1,0.231,0.009666667,1,1,0,0.165
2479,1,1,0.241,0.227,1,1,0.018,0.1538
2480,1,1,0.211,0.423666667,1,1,0.1284,0.124
2481,1,1,0.097,0.562666667,1,1,0.2678,0.1602
2482,1,1,0.054,0.624666667,1,1,0.377,0.1334
2483,1,1,0.028,0.654666667,1,1,0.4426,0.0858
2484,1,1,0.066,0.677333333,1,1,0.5068,0.059
2485,1,1,0.05,0.663,1,1,0.547,0.0428
2486,1,1,0.075,0.628,1,1,0.571,0.0298
2487,1,1,0.119,0.618,1,1,0.5302,0.0224
2488,1,1,0.108,0.563,1,1,0.428,0.0184
2489,1,1,0.127,0.500666667,1,1,0.271,0.017
2490,1,1,0.084,0.336666667,1,1,0.1254,0.0302
2491,1,1,0.056,0.146333333,1,1,0.0156,0.1442
2492,1,1,0.05,0.002666667,1,1,0,0.4064
2493,1,1,0.068,0,1,1,0,0.493
2494,1,1,0.104,0,1,1,0,0.4984
2495,1,1,0.194,0,1,1,0,0.4718
2496,1,1,0.298,0,1,1,0,0.4262
2497,1,1,0.324,0,1,1,0,0.3664
2498,1,1,0.297,0,1,1,0,0.3206
2499,1,1,0.393,0,1,1,0,0.2684
2500,1,1,0.474,0,1,1,0,0.2138
2501,1,1,0.441,0,1,1,0,0.1642
2502,1,1,0.537,0.021333333,1,1,0,0.1472
2503,1,1,0.463,0.206666667,1,1,0.0182,0.1308
2504,1,1,0.374,0.395,1,1,0.1538,0.1996
2505,1,1,0.101,0.516666667,1,1,0.3264,0.2406
2506,1,1,0.026,0.580333333,1,1,0.4746,0.3332
2507,1,1,0.024,0.618333333,1,1,0.5954,0.4128
2508,1,1,0.036,0.634,1,1,0.6856,0.4418
2509,1,1,0.067,0.636,1,1,0.7316,0.4532
2510,1,1,0.075,0.628333333,1,1,0.7282,0.4598
2511,1,1,0.082,0.585333333,1,1,0.6594,0.4722
2512,1,1,0.067,0.528666667,1,1,0.5406,0.4946
2513,1,1,0.073,0.454333333,1,1,0.373,0.5256
2514,1,1,0.128,0.302333333,1,1,0.1742,0.5788
2515,1,1,0.122,0.119,1,1,0.0184,0.665
2516,1,1,0.193,0,1,1,0,0.7748
2517,1,1,0.365,0,1,1,0,0.8096
2518,1,1,0.402,0,1,1,0,0.8076
2519,1,1,0.447,0,1,1,0,0.7694
2520,1,1,0.478,0,1,1,0,0.7644
2521,1,1,0.425,0,1,1,0,0.7394
2522,1,1,0.522,0,1,1,0,0.6838
2523,1,1,0.6,0,1,1,0,0.6678
2524,1,1,0.62,0,1,1,0,0.6342
2525,1,1,0.437,0,1,1,0,0.6202
2526,1,1,0.519,0.010666667,1,1,0,0.6272
2527,1,1,0.774,0.223333333,1,1,0.025,0.6048
2528,1,1,0.826,0.436666667,1,1,0.1866,0.725
2529,1,1,0.688,0.584333333,1,1,0.3946,0.8172
2530,1,1,0.677,0.653666667,1,1,0.5658,0.84
2531,1,1,0.861,0.686333333,1,1,0.6858,0.8474
2532,1,1,0.533,0.7,1,1,0.7514,0.8526
2533,1,1,0.36,0.698666667,1,1,0.7644,0.8624
2534,1,1,0.387,0.703,1,1,0.7224,0.876
2535,1,1,0.422,0.664333333,1,1,0.6468,0.8888
2536,1,1,0.36,0.597333333,1,1,0.5208,0.9004
2537,1,1,0.205,0.513,1,1,0.3448,0.9102
2538,1,1,0.346,0.343333333,1,1,0.16,0.9158
2539,1,1,0.417,0.092,1,1,0.0202,0.9066
2540,1,1,0.4,0,1,1,0,0.9004
2541,1,1,0.397,0,1,1,0,0.8848
2542,1,1,0.184,0,1,1,0,0.8782
2543,1,1,0.177,0,1,1,0,0.8804
2544,1,1,0.275,0,1,1,0,0.8804
2545,1,1,0.08,0,1,1,0,0.8778
2546,1,1,0.029,0,1,1,0,0.8678
2547,1,1,0.012,0,1,1,0,0.8588
2548,1,1,0.018,0,1,1,0,0.832
2549,1,1,0.008,0,1,1,0,0.8104
2550,1,1,0.032,0.001,1,1,0,0.841
2551,1,1,0.096,0.207,1,1,0.022,0.8464
2552,1,1,0.058,0.415333333,1,1,0.136,0.865
2553,1,1,0.143,0.563666667,1,1,0.2824,0.9388
2554,1,1,0.276,0.648666667,1,1,0.4218,0.9542
2555,1,1,0.464,0.689666667,1,1,0.534,0.9484
2556,1,1,0.235,0.711,1,1,0.6046,0.928
2557,1,1,0.204,0.688666667,1,1,0.6212,0.9096
2558,1,1,0.233,0.672,1,1,0.5722,0.9014
2559,1,1,0.462,0.639666667,1,1,0.4972,0.9024
2560,1,1,0.685,0.586333333,1,1,0.3734,0.8986
2561,1,1,0.384,0.513333333,1,1,0.2564,0.8838
2562,1,1,0.637,0.350333333,1,1,0.1182,0.8594
2563,1,1,0.293,0.094,1,1,0.0164,0.8324
2564,1,1,0.315,0,1,1,0,0.8322
2565,1,1,0.648,0,1,1,0,0.821
2566,1,1,0.855,0,1,1,0,0.7946
2567,1,1,0.816,0,1,1,0,0.617
2568,1,1,0.855,0,1,1,0,0.4198
2569,1,1,0.899,0,1,1,0,0.4376
2570,1,1,0.859,0,1,1,0,0.7438
2571,1,1,0.915,0,1,1,0,0.7542
2572,1,1,0.892,0,1,1,0,0.6952
2573,1,1,0.727,0,1,1,0,0.6778
2574,1,1,0.729,0,1,1,0,0.756
2575,1,1,0.767,0.174666667,1,1,0.0138,0.5922
2576,1,1,0.578,0.368666667,1,1,0.0874,0.4814
2577,1,1,0.368,0.524,1,1,0.19,0.4194
2578,1,1,0.449,0.594666667,1,1,0.29,0.3108
2579,1,1,0.432,0.639666667,1,1,0.3504,0.1862
2580,1,1,0.401,0.654333333,1,1,0.3924,0.0882
2581,1,1,0.604,0.649333333,1,1,0.3948,0.0614
2582,1,1,0.595,0.628,1,1,0.3702,0.0452
2583,1,1,0.659,0.598333333,1,1,0.3188,0.052
2584,1,1,0.404,0.538666667,1,1,0.251,0.0726
2585,1,1,0.442,0.459666667,1,1,0.1918,0.1118
2586,1,1,0.395,0.292333333,1,1,0.1068,0.1624
2587,1,1,0.339,0.080666667,1,1,0.018,0.1372
2588,1,1,0.294,0,1,1,0,0.2424
2589,1,1,0.169,0,1,1,0,0.3344
2590,1,1,0.156,0,1,1,0,0.352
2591,1,1,0.188,0,1,1,0,0.3776
2592,1,1,0.355,0,1,1,0,0.3534
2593,1,1,0.46,0,1,1,0,0.3648
2594,1,1,0.534,0,1,1,0,0.4246
2595,1,1,0.42,0,1,1,0,0.4692
2596,1,1,0.316,0,1,1,0,0.4704
2597,1,1,0.339,0,1,1,0,0.4618
2598,1,1,0.395,0.004666667,1,1,0,0.4756
2599,1,1,0.431,0.202333333,1,1,0.0096,0.5112
2600,1,1,0.475,0.398333333,1,1,0.0782,0.6718
2601,1,1,0.47,0.556333333,1,1,0.1778,0.662
2602,1,1,0.555,0.625,1,1,0.2656,0.5212
2603,1,1,0.631,0.67,1,1,0.3418,0.44
2604,1,1,0.7,0.688666667,1,1,0.4036,0.2912
2605,1,1,0.495,0.686,1,1,0.352,0.1686
2606,1,1,0.626,0.695,1,1,0.3028,0.0874
2607,1,1,0.232,0.661666667,1,1,0.247,0.0544
2608,1,1,0.255,0.616333333,1,1,0.192,0.0426
2609,1,1,0.31,0.541666667,1,1,0.1412,0.0454
2610,1,1,0.484,0.391666667,1,1,0.0702,0.0546
2611,1,1,0.416,0.112,1,1,0.0124,0.1122
2612,1,1,0.493,0,1,1,0,0.3016
2613,1,1,0.51,0,1,1,0,0.4214
2614,1,1,0.383,0,1,1,0,0.4254
2615,1,1,0.26,0,1,1,0,0.395
2616,1,1,0.183,0,1,1,0,0.3654
2617,1,1,0.191,0,1,1,0,0.3156
2618,1,1,0.272,0,1,1,0,0.2182
2619,1,1,0.368,0,1,1,0,0.1142
2620,1,1,0.352,0,1,1,0,0.0576
2621,1,1,0.272,0,1,1,0,0.0584
2622,1,1,0.338,0.008333333,1,1,0,0.0792
2623,1,1,0.486,0.246666667,1,1,0.0186,0.0926
2624,1,1,0.365,0.463,1,1,0.1104,0.0896
2625,1,1,0.291,0.605333333,1,1,0.2428,0.1242
2626,1,1,0.109,0.664666667,1,1,0.347,0.1674
2627,1,1,0.2,0.701666667,1,1,0.4396,0.1864
2628,1,1,0.109,0.719333333,1,1,0.493,0.1862
2629,1,1,0.127,0.718666667,1,1,0.5126,0.1628
2630,1,1,0.184,0.733,1,1,0.4636,0.1182
2631,1,1,0.09,0.707,1,1,0.3774,0.076
2632,1,1,0.087,0.668333333,1,1,0.2766,0.0606
2633,1,1,0.075,0.585666667,1,1,0.1722,0.0754
2634,1,1,0.161,0.412333333,1,1,0.0788,0.1486
2635,1,1,0.239,0.159,1,1,0.0104,0.2316
2636,1,1,0.243,0,1,1,0,0.3322
2637,1,1,0.319,0,1,1,0,0.3914
2638,1,1,0.258,0,1,1,0,0.3508
2639,1,1,0.128,0,1,1,0,0.2578
2640,1,1,0.047,0,1,1,0,0.2264
2641,1,1,0.007,0,1,1,0,0.2068
2642,1,1,0.007,0,1,1,0,0.212
2643,1,1,0.038,0,1,1,0,0.1968
2644,1,1,0.073,0,1,1,0,0.1582
2645,1,1,0.098,0,1,1,0,0.1318
2646,1,1,0.095,0.025333333,1,1,0,0.108
2647,1,1,0.058,0.280666667,1,1,0.017,0.0986
2648,1,1,0.109,0.489666667,1,1,0.1036,0.0834
2649,1,1,0.062,0.625333333,1,1,0.216,0.0622
2650,1,1,0.031,0.683333333,1,1,0.3536,0.0386
2651,1,1,0.021,0.717,1,1,0.468,0.0242
2652,1,1,0.029,0.723,1,1,0.5194,0.0274
2653,1,1,0.035,0.728666667,1,1,0.5292,0.0538
2654,1,1,0.079,0.726333333,1,1,0.4962,0.095
2655,1,1,0.084,0.710333333,1,1,0.42,0.1292
2656,1,1,0.08,0.67,1,1,0.3226,0.117
2657,1,1,0.017,0.592666667,1,1,0.2132,0.059
2658,1,1,0.055,0.418333333,1,1,0.1042,0.0074
2659,1,1,0.031,0.162,1,1,0.0188,0.0302
2660,1,1,0.096,0,1,1,0,0.1312
2661,1,1,0.363,0,1,1,0,0.1576
2662,1,1,0.331,0,1,1,0,0.1866
2663,1,1,0.225,0,1,1,0,0.2094
2664,1,1,0.091,0,1,1,0,0.1874
2665,1,1,0.042,0,1,1,0,0.1138
2666,1,1,0.125,0,1,1,0,0.039
2667,1,1,0.229,0,1,1,0,0.0584
2668,1,1,0.372,0,1,1,0,0.1426
2669,1,1,0.402,0,1,1,0,0.2486
2670,1,1,0.425,0.034,1,1,0,0.3248
2671,1,1,0.484,0.295333333,1,1,0.0264,0.343
2672,1,1,0.436,0.495333333,1,1,0.132,0.1942
2673,1,1,0.17,0.626666667,1,1,0.2528,0.257
2674,1,1,0.023,0.683,1,1,0.3418,0.447
2675,1,1,0.012,0.711666667,1,1,0.428,0.4794
2676,1,1,0.041,0.725,1,1,0.4724,0.4522
2677,1,1,0.082,0.726333333,1,1,0.4608,0.407
2678,1,1,0.21,0.734666667,1,1,0.4414,0.367
2679,1,1,0.288,0.700666667,1,1,0.3898,0.3446
2680,1,1,0.448,0.652333333,1,1,0.3244,0.336
2681,1,1,0.259,0.566666667,1,1,0.2368,0.3288
2682,1,1,0.376,0.394666667,1,1,0.1208,0.296
2683,1,1,0.34,0.163,1,1,0.019,0.2404
2684,1,1,0.369,0,1,1,0,0.2354
2685,1,1,0.321,0,1,1,0,0.2312
2686,1,1,0.395,0,1,1,0,0.2108
2687,1,1,0.413,0,1,1,0,0.1604
2688,1,1,0.414,0,1,1,0,0.1004
2689,1,1,0.116,0,1,1,0,0.052
2690,1,1,0.121,0,1,1,0,0.0256
2691,1,1,0.158,0,1,1,0,0.0202
2692,1,1,0.124,0,1,1,0,0.0298
2693,1,1,0.085,0,1,1,0,0.0554
2694,1,1,0.114,0.008666667,1,1,0,0.0902
2695,1,1,0.142,0.252333333,1,1,0.0332,0.127
2696,1,1,0.241,0.437666667,1,1,0.204,0.0768
2697,1,1,0.11,0.575666667,1,1,0.4016,0.028
2698,1,1,0.119,0.636666667,1,1,0.5634,0.022
2699,1,1,0.072,0.674333333,1,1,0.679,0.0176
2700,1,1,0.181,0.698,1,1,0.7458,0.0142
2701,1,1,0.109,0.632333333,1,1,0.7646,0.012
2702,1,1,0.097,0.678666667,1,1,0.7364,0.0096
2703,1,1,0.067,0.643666667,1,1,0.6614,0.0084
2704,1,1,0.062,0.594,1,1,0.5384,0.0138
2705,1,1,0.249,0.547,1,1,0.3726,0.0384
2706,1,1,0.233,0.414333333,1,1,0.1804,0.1044
2707,1,1,0.199,0.207666667,1,1,0.0256,0.291
2708,1,1,0.306,0.007666667,1,1,0,0.507
2709,1,1,0.262,0,1,1,0,0.568
2710,1,1,0.468,0,1,1,0,0.5922
2711,1,1,0.649,0,1,1,0,0.607
2712,1,1,0.436,0,1,1,0,0.6146
2713,1,1,0.069,0,1,1,0,0.5812
2714,1,1,0.184,0,1,1,0,0.5656
2715,1,1,0.122,0,1,1,0,0.5668
2716,1,1,0.081,0,1,1,0,0.5646
2717,1,1,0.089,0,1,1,0,0.5588
2718,1,1,0.077,0.029333333,1,1,0,0.5586
2719,1,1,0.134,0.278,1,1,0.034,0.5258
2720,1,1,0.132,0.465,1,1,0.2064,0.3484
2721,1,1,0.047,0.594,1,1,0.4028,0.5128
2722,1,1,0.041,0.679,1,1,0.562,0.706
2723,1,1,0.036,0.704333333,1,1,0.6758,0.6986
2724,1,1,0.07,0.686,1,1,0.7402,0.6906
2725,1,1,0.19,0.691,1,1,0.7534,0.716
2726,1,1,0.212,0.69,1,1,0.7162,0.7528
2727,1,1,0.223,0.658,1,1,0.6262,0.7854
2728,1,1,0.118,0.614,1,1,0.493,0.8066
2729,1,1,0.107,0.549333333,1,1,0.3194,0.8192
2730,1,1,0.156,0.409333333,1,1,0.151,0.8178
2731,1,1,0.35,0.201333333,1,1,0.0264,0.835
2732,1,1,0.343,0.006333333,1,1,0,0.8764
2733,1,1,0.443,0,1,1,0,0.8876
2734,1,1,0.637,0,1,1,0,0.886
2735,1,1,0.59,0,1,1,0,0.8768
2736,1,1,0.341,0,1,1,0,0.853
2737,1,1,0.224,0,1,1,0,0.8398
2738,1,1,0.221,0,1,1,0,0.8556
2739,1,1,0.214,0,1,1,0,0.857
2740,1,1,0.14,0,1,1,0,0.8492
2741,1,1,0.06,0,1,1,0,0.8298
2742,1,1,0.031,0.017666667,1,1,0,0.7986
2743,1,1,0.026,0.245666667,1,1,0.0232,0.739
2744,1,1,0.035,0.429666667,1,1,0.1236,0.7444
2745,1,1,0.024,0.568333333,1,1,0.2428,0.799
2746,1,1,0.053,0.634333333,1,1,0.3502,0.7006
2747,1,1,0.126,0.663333333,1,1,0.408,0.597
2748,1,1,0.088,0.674666667,1,1,0.4242,0.5652
2749,1,1,0.093,0.642,1,1,0.4304,0.6008
2750,1,1,0.085,0.642333333,1,1,0.3932,0.649
2751,1,1,0.091,0.615333333,1,1,0.3382,0.6838
2752,1,1,0.098,0.571,1,1,0.282,0.707
2753,1,1,0.088,0.514,1,1,0.2218,0.7108
2754,1,1,0.158,0.382,1,1,0.1234,0.6782
2755,1,1,0.281,0.182666667,1,1,0.0222,0.6656
2756,1,1,0.515,0.003333333,1,1,0,0.7268
2757,1,1,0.787,0,1,1,0,0.7682
2758,1,1,0.667,0,1,1,0,0.8036
2759,1,1,0.547,0,1,1,0,0.8274
2760,1,1,0.414,0,1,1,0,0.834
2761,1,1,0.269,0,1,1,0,0.818
2762,1,1,0.207,0,1,1,0,0.788
2763,1,1,0.203,0,1,1,0,0.733
2764,1,1,0.223,0,1,1,0,0.6786
2765,1,1,0.225,0,1,1,0,0.656
2766,1,1,0.086,0.024,1,1,0,0.6302
2767,1,1,0.154,0.238,1,1,0.0342,0.5584
2768,1,1,0.063,0.426666667,1,1,0.1788,0.445
2769,1,1,0.024,0.560666667,1,1,0.3524,0.4094
2770,1,1,0.024,0.621333333,1,1,0.5256,0.3308
2771,1,1,0.058,0.653,1,1,0.64,0.26
2772,1,1,0.063,0.672333333,1,1,0.6966,0.2316
2773,1,1,0.091,0.672666667,1,1,0.7042,0.2334
2774,1,1,0.089,0.647666667,1,1,0.6668,0.2426
2775,1,1,0.118,0.628333333,1,1,0.5892,0.2564
2776,1,1,0.096,0.551333333,1,1,0.473,0.3258
2777,1,1,0.162,0.510666667,1,1,0.3106,0.4424
2778,1,1,0.224,0.378333333,1,1,0.1514,0.5238
2779,1,1,0.321,0.169333333,1,1,0.026,0.6382
2780,1,1,0.616,0.002333333,1,1,0,0.811
2781,1,1,0.72,0,1,1,0,0.8618
2782,1,1,0.737,0,1,1,0,0.8712
2783,1,1,0.543,0,1,1,0,0.8904
2784,1,1,0.491,0,1,1,0,0.8988
2785,1,1,0.448,0,1,1,0,0.9012
2786,1,1,0.345,0,1,1,0,0.8878
2787,1,1,0.317,0,1,1,0,0.8246
2788,1,1,0.266,0,1,1,0,0.6864
2789,1,1,0.227,0,1,1,0,0.5514
2790,1,1,0.204,0.006333333,1,1,0,0.458
2791,1,1,0.183,0.207333333,1,1,0.0344,0.3884
2792,1,1,0.114,0.394,1,1,0.171,0.3234
2793,1,1,0.061,0.514333333,1,1,0.342,0.3204
2794,1,1,0.046,0.567666667,1,1,0.5112,0.3238
2795,1,1,0.036,0.623666667,1,1,0.6208,0.3124
2796,1,1,0.071,0.643666667,1,1,0.6746,0.303
2797,1,1,0.129,0.653666667,1,1,0.6816,0.3086
2798,1,1,0.103,0.63,1,1,0.641,0.3412
2799,1,1,0.153,0.602333333,1,1,0.5532,0.3774
2800,1,1,0.113,0.567666667,1,1,0.4364,0.366
2801,1,1,0.199,0.502,1,1,0.2938,0.3402
2802,1,1,0.277,0.365333333,1,1,0.1362,0.4088
2803,1,1,0.316,0.156666667,1,1,0.0238,0.3472
2804,1,1,0.567,0.001333333,1,1,0,0.362
2805,1,1,0.681,0,1,1,0,0.3432
2806,1,1,0.633,0,1,1,0,0.344
2807,1,1,0.526,0,1,1,0,0.5584
2808,1,1,0.338,0,1,1,0,0.7716
2809,1,1,0.302,0,1,1,0,0.7964
2810,1,1,0.29,0,1,1,0,0.7862
2811,1,1,0.297,0,1,1,0,0.8008
2812,1,1,0.29,0,1,1,0,0.7844
2813,1,1,0.254,0,1,1,0,0.7138
2814,1,1,0.231,0.009666667,1,1,0,0.6498
2815,1,1,0.241,0.227,1,1,0.0304,0.631
2816,1,1,0.211,0.423666667,1,1,0.1668,0.6142
2817,1,1,0.097,0.562666667,1,1,0.3372,0.5836
2818,1,1,0.054,0.624666667,1,1,0.488,0.6022
2819,1,1,0.028,0.654666667,1,1,0.625,0.54
2820,1,1,0.066,0.677333333,1,1,0.7018,0.4568
2821,1,1,0.05,0.663,1,1,0.7342,0.3794
2822,1,1,0.075,0.628,1,1,0.7108,0.3104
2823,1,1,0.119,0.618,1,1,0.6378,0.2452
2824,1,1,0.108,0.563,1,1,0.5194,0.1632
2825,1,1,0.127,0.500666667,1,1,0.3596,0.0798
2826,1,1,0.084,0.336666667,1,1,0.1774,0.0244
2827,1,1,0.056,0.146333333,1,1,0.0294,0.0138
2828,1,1,0.05,0.002666667,1,1,0,0.1226
2829,1,1,0.068,0,1,1,0,0.331
2830,1,1,0.104,0,1,1,0,0.5086
2831,1,1,0.194,0,1,1,0,0.5886
2832,1,1,0.298,0,1,1,0,0.597
2833,1,1,0.324,0,1,1,0,0.5894
2834,1,1,0.297,0,1,1,0,0.5766
2835,1,1,0.393,0,1,1,0,0.5586
2836,1,1,0.474,0,1,1,0,0.518
2837,1,1,0.441,0,1,1,0,0.4932
2838,1,1,0.537,0.021333333,1,1,0,0.5022
2839,1,1,0.463,0.206666667,1,1,0.0402,0.5136
2840,1,1,0.374,0.395,1,1,0.2036,0.4688
2841,1,1,0.101,0.516666667,1,1,0.3898,0.56
2842,1,1,0.026,0.580333333,1,1,0.5448,0.6832
2843,1,1,0.024,0.618333333,1,1,0.651,0.695
2844,1,1,0.036,0.634,1,1,0.7076,0.6958
2845,1,1,0.067,0.636,1,1,0.715,0.6996
2846,1,1,0.075,0.628333333,1,1,0.6712,0.7166
2847,1,1,0.082,0.585333333,1,1,0.5888,0.7504
2848,1,1,0.067,0.528666667,1,1,0.4616,0.7848
2849,1,1,0.073,0.454333333,1,1,0.298,0.819
2850,1,1,0.128,0.302333333,1,1,0.1412,0.8374
2851,1,1,0.122,0.119,1,1,0.0272,0.8416
2852,1,1,0.193,0,1,1,0,0.8424
2853,1,1,0.365,0,1,1,0,0.8456
2854,1,1,0.402,0,1,1,0,0.8224
2855,1,1,0.447,0,1,1,0,0.81
2856,1,1,0.478,0,1,1,0,0.7998
2857,1,1,0.21,0,1,1,0,0.781
2858,1,1,0.196,0,1,1,0,0.7592
2859,1,1,0.218,0,1,1,0,0.7222
2860,1,1,0.166,0,1,1,0,0.7338
2861,1,1,0.17,0,1,1,0,0.7116
2862,1,1,0.112,0.181666667,1,1,0,0.7162
2863,1,1,0.043,0.396,1,1,0.0328,0.7036
2864,1,1,0.019,0.553,1,1,0.156,0.6898
2865,1,1,0.015,0.655,1,1,0.3038,0.7084
2866,1,1,0.017,0.700333333,1,1,0.427,0.6672
2867,1,1,0.015,0.72,1,1,0.5218,0.5816
2868,1,1,0.046,0.733333333,1,1,0.5618,0.4514
2869,1,1,0.072,0.729666667,1,1,0.5538,0.3258
2870,1,1,0.095,0.736333333,1,1,0.5058,0.2596
2871,1,1,0.078,0.714333333,1,1,0.4264,0.254
2872,1,1,0.1,0.686666667,1,1,0.3274,0.329
2873,1,1,0.073,0.618666667,1,1,0.2232,0.4738
2874,1,1,0.089,0.485333333,1,1,0.1082,0.6022
2875,1,1,0.129,0.3,1,1,0.0198,0.6356
2876,1,1,0.323,0.027666667,1,1,0,0.6694
2877,1,1,0.517,0,1,1,0,0.6874
2878,1,1,0.366,0,1,1,0,0.6736
2879,1,1,0.221,0,1,1,0,0.6294
2880,1,1,0.178,0,1,1,0,0.6206
2881,1,1,0.123,0,1,1,0,0.633
2882,1,1,0.1,0,1,1,0,0.6274
2883,1,1,0.124,0,1,1,0,0.6136
2884,1,1,0.127,0,1,1,0,0.5758
2885,1,1,0.098,0.000666667,1,1,0,0.473
2886,1,1,0.031,0.178666667,1,1,0,0.3388
2887,1,1,0.014,0.392,1,1,0.03,0.2422
2888,1,1,0,0.553,1,1,0.1592,0.2684
2889,1,1,0.008,0.652333333,1,1,0.3306,0.2456
2890,1,1,0.061,0.695,1,1,0.4752,0.2106
2891,1,1,0.059,0.721,1,1,0.591,0.1772
2892,1,1,0.114,0.735,1,1,0.655,0.172
2893,1,1,0.278,0.728666667,1,1,0.6958,0.1938
2894,1,1,0.207,0.729666667,1,1,0.6682,0.2102
2895,1,1,0.175,0.712333333,1,1,0.5946,0.2178
2896,1,1,0.115,0.676,1,1,0.4748,0.2116
2897,1,1,0.079,0.620333333,1,1,0.3236,0.2088
2898,1,1,0.11,0.485,1,1,0.1628,0.2174
2899,1,1,0.392,0.298333333,1,1,0.0332,0.2622
2900,1,1,0.447,0.042,1,1,0,0.4418
2901,1,1,0.547,0,1,1,0,0.5784
2902,1,1,0.353,0,1,1,0,0.599
2903,1,1,0.303,0,1,1,0,0.6198
2904,1,1,0.241,0,1,1,0,0.6298
2905,1,1,0.163,0,1,1,0,0.63
2906,1,1,0.048,0,1,1,0,0.7336
2907,1,1,0.018,0,1,1,0,0.7584
2908,1,1,0.013,0,1,1,0,0.7286
2909,1,1,0.013,0,1,1,0,0.7222
2910,1,1,0.025,0.185666667,1,1,0,0.7548
2911,1,1,0.082,0.389333333,1,1,0.044,0.7454
2912,1,1,0.093,0.545,1,1,0.1938,0.8776
2913,1,1,0.006,0.646,1,1,0.3518,0.868
2914,1,1,0.003,0.690666667,1,1,0.4756,0.7878
2915,1,1,0.019,0.721,1,1,0.5786,0.6798
2916,1,1,0.033,0.719666667,1,1,0.5928,0.5218
2917,1,1,0.047,0.720333333,1,1,0.5852,0.3646
2918,1,1,0.059,0.731666667,1,1,0.5254,0.2978
2919,1,1,0.09,0.709,1,1,0.442,0.2588
2920,1,1,0.073,0.669666667,1,1,0.33,0.244
2921,1,1,0.113,0.606,1,1,0.2312,0.2608
2922,1,1,0.22,0.474666667,1,1,0.1262,0.304
2923,1,1,0.36,0.288666667,1,1,0.0278,0.3574
2924,1,1,0.449,0.034,1,1,0,0.365
2925,1,1,0.621,0,1,1,0,0.3378
2926,1,1,0.453,0,1,1,0,0.319
2927,1,1,0.426,0,1,1,0,0.3352
2928,1,1,0.356,0,1,1,0,0.3686
2929,1,1,0.211,0,1,1,0,0.4026
2930,1,1,0.151,0,1,1,0,0.44
2931,1,1,0.122,0,1,1,0,0.485
2932,1,1,0.132,0,1,1,0,0.4992
2933,1,1,0.1,0.000666667,1,1,0,0.4544
2934,1,1,0.169,0.193333333,1,1,0,0.3878
2935,1,1,0.138,0.385666667,1,1,0.0308,0.3206
2936,1,1,0.07,0.54,1,1,0.15,0.3596
2937,1,1,0.029,0.639,1,1,0.2938,0.4116
2938,1,1,0.012,0.680333333,1,1,0.4418,0.3766
2939,1,1,0.031,0.704333333,1,1,0.5414,0.3482
2940,1,1,0.048,0.715,1,1,0.58,0.3404
2941,1,1,0.06,0.711666667,1,1,0.573,0.3434
2942,1,1,0.06,0.729,1,1,0.5082,0.3404
2943,1,1,0.08,0.693666667,1,1,0.4506,0.3198
