Hours,ng_ccs_WECC,nuclear_WECC,wind_WECC,solar_WECC,ng_ccs_ERCOT,nuclear_ERCOT,solar_ERCOT,wind_ERCOT
545,1,1,0.031,0.328666667,1,1,0.317,0.6992
546,1,1,0.102,0.149666667,1,1,0.0492,0.8146
547,1,1,0.165,0,1,1,0,0.8882
548,1,1,0.256,0,1,1,0,0.8902
549,1,1,0.16,0,1,1,0,0.8798
550,1,1,0.071,0,1,1,0,0.8608
551,1,1,0.039,0,1,1,0,0.8252
552,1,1,0.021,0,1,1,0,0.7794
553,1,1,0.004,0,1,1,0,0.7296
554,1,1,0.012,0,1,1,0,0.6854
555,1,1,0.051,0,1,1,0,0.6654
556,1,1,0.148,0,1,1,0,0.663
557,1,1,0.404,0,1,1,0,0.6668
558,1,1,0.722,0,1,1,0,0.659
559,1,1,0.802,0,1,1,0,0.6332
560,1,1,0.822,0.184666667,1,1,0.0614,0.6006
561,1,1,0.899,0.437666667,1,1,0.2934,0.5088
562,1,1,0.842,0.599333333,1,1,0.5282,0.3718
563,1,1,0.713,0.682333333,1,1,0.6682,0.4218
564,1,1,0.677,0.707333333,1,1,0.7454,0.4212
565,1,1,0.872,0.720666667,1,1,0.759,0.5542
566,1,1,0.928,0.707333333,1,1,0.7314,0.7036
567,1,1,0.966,0.670666667,1,1,0.6592,0.7382
568,1,1,0.887,0.597666667,1,1,0.5104,0.7336
569,1,1,1,0.457666667,1,1,0.266,0.7716
570,1,1,1,0.228,1,1,0.034,0.8554
571,1,1,1,0,1,1,0,0.888
572,1,1,1,0,1,1,0,0.8914
573,1,1,1,0,1,1,0,0.9104
574,1,1,1,0,1,1,0,0.913
575,1,1,0.998,0,1,1,0,0.9126
576,1,1,1,0,1,1,0,0.9124
577,1,1,0.851,0,1,1,0,0.9072
578,1,1,0.931,0,1,1,0,0.8916
579,1,1,0.931,0,1,1,0,0.8806
580,1,1,0.916,0,1,1,0,0.8638
581,1,1,0.75,0,1,1,0,0.851
582,1,1,0.798,0,1,1,0,0.836
583,1,1,0.86,0,1,1,0,0.8242
584,1,1,0.942,0.170333333,1,1,0.041,0.8158
585,1,1,0.924,0.419,1,1,0.2526,0.6922
586,1,1,0.806,0.568333333,1,1,0.429,0.7068
587,1,1,0.726,0.639,1,1,0.579,0.7248
588,1,1,0.919,0.671666667,1,1,0.657,0.6612
589,1,1,0.732,0.662666667,1,1,0.677,0.6174
590,1,1,0.522,0.652333333,1,1,0.6208,0.5716
591,1,1,0.468,0.617666667,1,1,0.5042,0.5312
592,1,1,0.726,0.552,1,1,0.3574,0.5046
593,1,1,0.512,0.429,1,1,0.182,0.478
594,1,1,0.808,0.214333333,1,1,0.0184,0.4632
595,1,1,0.769,0,1,1,0,0.5006
596,1,1,0.767,0,1,1,0,0.5442
597,1,1,0.606,0,1,1,0,0.6018
598,1,1,0.48,0,1,1,0,0.6524
599,1,1,0.557,0,1,1,0,0.6478
600,1,1,0.695,0,1,1,0,0.5744
601,1,1,0.488,0,1,1,0,0.4772
602,1,1,0.186,0,1,1,0,0.4196
603,1,1,0.143,0,1,1,0,0.4098
604,1,1,0.097,0,1,1,0,0.3974
605,1,1,0.141,0,1,1,0,0.3794
606,1,1,0.086,0,1,1,0,0.3724
607,1,1,0.067,0,1,1,0,0.3708
608,1,1,0.091,0.254666667,1,1,0.008,0.3774
609,1,1,0.143,0.504,1,1,0.075,0.2892
610,1,1,0.108,0.651666667,1,1,0.162,0.2884
611,1,1,0.111,0.723333333,1,1,0.2574,0.3574
612,1,1,0.083,0.742666667,1,1,0.3288,0.3496
613,1,1,0.047,0.752333333,1,1,0.3506,0.3456
614,1,1,0.052,0.766666667,1,1,0.297,0.3354
615,1,1,0.059,0.738666667,1,1,0.2222,0.31
616,1,1,0.172,0.68,1,1,0.1418,0.2656
617,1,1,0.264,0.540333333,1,1,0.0556,0.2136
618,1,1,0.395,0.295666667,1,1,0.0042,0.184
619,1,1,0.492,0,1,1,0,0.1548
620,1,1,0.534,0,1,1,0,0.1048
621,1,1,0.506,0,1,1,0,0.0638
622,1,1,0.582,0,1,1,0,0.052
623,1,1,0.497,0,1,1,0,0.063
624,1,1,0.614,0,1,1,0,0.0892
625,1,1,0.712,0,1,1,0,0.129
626,1,1,0.766,0,1,1,0,0.1924
627,1,1,0.739,0,1,1,0,0.2626
628,1,1,0.726,0,1,1,0,0.3236
629,1,1,0.709,0,1,1,0,0.3842
630,1,1,0.73,0,1,1,0,0.4158
631,1,1,0.641,0,1,1,0,0.414
632,1,1,0.49,0.256333333,1,1,0.0562,0.393
633,1,1,0.432,0.487666667,1,1,0.3248,0.2404
634,1,1,0.267,0.625666667,1,1,0.4974,0.0688
635,1,1,0.132,0.704,1,1,0.5906,0.0692
636,1,1,0.05,0.729333333,1,1,0.5862,0.0778
637,1,1,0.068,0.733,1,1,0.609,0.0782
638,1,1,0.108,0.746,1,1,0.593,0.0666
639,1,1,0.112,0.715666667,1,1,0.5274,0.057
640,1,1,0.124,0.659333333,1,1,0.4046,0.0564
641,1,1,0.289,0.519,1,1,0.2226,0.0452
642,1,1,0.371,0.284333333,1,1,0.0356,0.0366
643,1,1,0.268,0,1,1,0,0.051
644,1,1,0.274,0,1,1,0,0.0872
645,1,1,0.153,0,1,1,0,0.1382
646,1,1,0.101,0,1,1,0,0.196
647,1,1,0.098,0,1,1,0,0.259
648,1,1,0.111,0,1,1,0,0.378
649,1,1,0.115,0,1,1,0,0.5688
650,1,1,0.133,0,1,1,0,0.6916
651,1,1,0.167,0,1,1,0,0.7226
652,1,1,0.207,0,1,1,0,0.7026
653,1,1,0.284,0,1,1,0,0.6718
654,1,1,0.634,0,1,1,0,0.6536
655,1,1,0.791,0.001,1,1,0,0.6226
656,1,1,0.815,0.287333333,1,1,0.0986,0.5846
657,1,1,0.801,0.524666667,1,1,0.3902,0.4554
658,1,1,0.752,0.673,1,1,0.5864,0.2226
659,1,1,0.554,0.742,1,1,0.7246,0.1082
660,1,1,0.478,0.766666667,1,1,0.7914,0.1284
661,1,1,0.417,0.769666667,1,1,0.8038,0.1344
662,1,1,0.288,0.784666667,1,1,0.766,0.1236
663,1,1,0.193,0.750333333,1,1,0.674,0.1056
664,1,1,0.187,0.688333333,1,1,0.523,0.0914
665,1,1,0.191,0.549,1,1,0.3026,0.069
666,1,1,0.19,0.308333333,1,1,0.0504,0.0478
667,1,1,0.313,0,1,1,0,0.039
668,1,1,0.604,0,1,1,0,0.0772
669,1,1,0.82,0,1,1,0,0.2084
670,1,1,0.872,0,1,1,0,0.4506
671,1,1,0.868,0,1,1,0,0.6548
672,1,1,0.873,0,1,1,0,0.7408
673,1,1,0.189,0,1,1,0,0.7748
674,1,1,0.182,0,1,1,0,0.7874
675,1,1,0.2,0,1,1,0,0.7992
676,1,1,0.229,0,1,1,0,0.8012
677,1,1,0.209,0,1,1,0,0.7954
678,1,1,0.194,0,1,1,0,0.7824
679,1,1,0.344,0,1,1,0,0.7698
680,1,1,0.34,0.028666667,1,1,0.0914,0.766
681,1,1,0.137,0.276,1,1,0.37,0.6416
682,1,1,0.09,0.494333333,1,1,0.569,0.5166
683,1,1,0.152,0.610333333,1,1,0.7026,0.6732
684,1,1,0.104,0.671,1,1,0.7766,0.7736
685,1,1,0.015,0.665333333,1,1,0.7922,0.82
686,1,1,0.006,0.634666667,1,1,0.7554,0.8822
687,1,1,0.005,0.563333333,1,1,0.6648,0.9208
688,1,1,0.028,0.459,1,1,0.5128,0.9368
689,1,1,0.021,0.262333333,1,1,0.2898,0.94
690,1,1,0.163,0,1,1,0.045,0.9118
691,1,1,0.305,0,1,1,0,0.8694
692,1,1,0.339,0,1,1,0,0.8074
693,1,1,0.427,0,1,1,0,0.7262
694,1,1,0.513,0,1,1,0,0.6662
695,1,1,0.567,0,1,1,0,0.5524
696,1,1,0.408,0,1,1,0,0.4332
697,1,1,0.251,0,1,1,0,0.3134
698,1,1,0.205,0,1,1,0,0.211
699,1,1,0.167,0,1,1,0,0.1504
700,1,1,0.108,0,1,1,0,0.1176
701,1,1,0.076,0,1,1,0,0.1342
702,1,1,0.057,0,1,1,0,0.219
703,1,1,0.08,0,1,1,0,0.361
704,1,1,0.245,0.012666667,1,1,0.0618,0.518
705,1,1,0.254,0.284666667,1,1,0.3078,0.5188
706,1,1,0.277,0.495666667,1,1,0.5428,0.364
707,1,1,0.215,0.61,1,1,0.6634,0.3764
708,1,1,0.04,0.690666667,1,1,0.7212,0.6216
709,1,1,0.007,0.708,1,1,0.7318,0.759
710,1,1,0.013,0.692,1,1,0.682,0.847
711,1,1,0.034,0.628,1,1,0.5758,0.9022
712,1,1,0.061,0.499,1,1,0.4176,0.9196
713,1,1,0.143,0.287333333,1,1,0.2194,0.9402
714,1,1,0.406,0,1,1,0.0362,0.9528
715,1,1,0.57,0,1,1,0,0.9462
716,1,1,0.788,0,1,1,0,0.9436
717,1,1,0.733,0,1,1,0,0.9392
718,1,1,0.758,0,1,1,0,0.933
719,1,1,0.713,0,1,1,0,0.924
720,1,1,0.603,0,1,1,0,0.9158
721,1,1,0.569,0,1,1,0,0.8974
722,1,1,0.624,0,1,1,0,0.898
723,1,1,0.758,0,1,1,0,0.8788
724,1,1,0.702,0,1,1,0,0.8514
725,1,1,0.55,0,1,1,0,0.8458
726,1,1,0.464,0,1,1,0,0.84
727,1,1,0.647,0,1,1,0,0.8016
728,1,1,0.409,0.023333333,1,1,0.0366,0.7742
729,1,1,0.377,0.295333333,1,1,0.2396,0.711
730,1,1,0.311,0.487,1,1,0.445,0.6432
731,1,1,0.323,0.598666667,1,1,0.6206,0.603
732,1,1,0.202,0.661,1,1,0.7158,0.489
733,1,1,0.091,0.665,1,1,0.7304,0.3376
734,1,1,0.058,0.647333333,1,1,0.6932,0.2284
735,1,1,0.115,0.601666667,1,1,0.6098,0.1528
736,1,1,0.06,0.483333333,1,1,0.4572,0.108
737,1,1,0.076,0.261666667,1,1,0.248,0.0712
738,1,1,0.15,0,1,1,0.04,0.1
739,1,1,0.204,0,1,1,0,0.2128
740,1,1,0.271,0,1,1,0,0.3394
741,1,1,0.605,0,1,1,0,0.4152
742,1,1,0.433,0,1,1,0,0.4502
743,1,1,0.324,0,1,1,0,0.4496
744,1,1,0.345,0,1,1,0,0.434
745,1,1,0.302,0,1,1,0,0.4264
746,1,1,0.28,0,1,1,0,0.4132
747,1,1,0.292,0,1,1,0,0.4142
748,1,1,0.307,0,1,1,0,0.429
749,1,1,0.281,0,1,1,0,0.4452
750,1,1,0.324,0,1,1,0,0.4474
751,1,1,0.398,0,1,1,0,0.4112
752,1,1,0.351,0.015666667,1,1,0.0752,0.4264
753,1,1,0.377,0.239,1,1,0.3066,0.3486
754,1,1,0.438,0.455666667,1,1,0.5104,0.4794
755,1,1,0.322,0.567333333,1,1,0.6642,0.605
756,1,1,0.204,0.621333333,1,1,0.7334,0.654
757,1,1,0.102,0.634666667,1,1,0.753,0.7064
758,1,1,0.064,0.609,1,1,0.7146,0.766
759,1,1,0.057,0.562333333,1,1,0.6236,0.81
760,1,1,0.109,0.458333333,1,1,0.4752,0.8302
761,1,1,0.138,0.245333333,1,1,0.259,0.8184
762,1,1,0.234,0.000333333,1,1,0.0376,0.7906
763,1,1,0.354,0,1,1,0,0.7602
764,1,1,0.456,0,1,1,0,0.717
765,1,1,0.548,0,1,1,0,0.7126
766,1,1,0.309,0,1,1,0,0.8248
767,1,1,0.354,0,1,1,0,0.8748
768,1,1,0.311,0,1,1,0,0.8744
769,1,1,0.322,0,1,1,0,0.8696
770,1,1,0.356,0,1,1,0,0.8682
771,1,1,0.377,0,1,1,0,0.8798
772,1,1,0.387,0,1,1,0,0.8858
773,1,1,0.278,0,1,1,0,0.8732
774,1,1,0.272,0,1,1,0,0.8886
775,1,1,0.298,0,1,1,0,0.9138
776,1,1,0.294,0.013666667,1,1,0.0552,0.916
777,1,1,0.341,0.304666667,1,1,0.2898,0.881
778,1,1,0.371,0.51,1,1,0.4848,0.9376
779,1,1,0.343,0.626,1,1,0.6338,0.9696
780,1,1,0.16,0.691,1,1,0.7118,0.9584
781,1,1,0.127,0.702666667,1,1,0.742,0.9466
782,1,1,0.082,0.694,1,1,0.7232,0.9346
783,1,1,0.079,0.635666667,1,1,0.6486,0.9152
784,1,1,0.076,0.519333333,1,1,0.5116,0.884
785,1,1,0.107,0.309,1,1,0.3046,0.8436
786,1,1,0.215,0.001333333,1,1,0.0556,0.7942
787,1,1,0.329,0,1,1,0,0.7562
788,1,1,0.289,0,1,1,0,0.736
789,1,1,0.196,0,1,1,0,0.7012
790,1,1,0.127,0,1,1,0,0.716
791,1,1,0.113,0,1,1,0,0.7214
792,1,1,0.12,0,1,1,0,0.6964
793,1,1,0.175,0,1,1,0,0.6464
794,1,1,0.226,0,1,1,0,0.6264
795,1,1,0.197,0,1,1,0,0.617
796,1,1,0.156,0,1,1,0,0.594
797,1,1,0.122,0,1,1,0,0.5852
798,1,1,0.075,0,1,1,0,0.5564
799,1,1,0.124,0,1,1,0,0.5316
800,1,1,0.167,0.025,1,1,0.1028,0.4846
801,1,1,0.176,0.319,1,1,0.3858,0.4374
802,1,1,0.192,0.522,1,1,0.6,0.4506
803,1,1,0.265,0.647,1,1,0.741,0.3366
804,1,1,0.155,0.717666667,1,1,0.8178,0.2506
805,1,1,0.053,0.734333333,1,1,0.837,0.201
806,1,1,0.031,0.713333333,1,1,0.8016,0.1758
807,1,1,0.048,0.649,1,1,0.7088,0.1674
808,1,1,0.099,0.519,1,1,0.5512,0.1724
809,1,1,0.222,0.312,1,1,0.3228,0.172
810,1,1,0.282,0.006333333,1,1,0.0626,0.1948
811,1,1,0.53,0,1,1,0,0.3014
812,1,1,0.76,0,1,1,0,0.3658
813,1,1,0.846,0,1,1,0,0.3264
814,1,1,0.835,0,1,1,0,0.2466
815,1,1,0.867,0,1,1,0,0.1446
816,1,1,0.896,0,1,1,0,0.0766
817,1,1,0.916,0,1,1,0,0.0476
818,1,1,0.93,0,1,1,0,0.044
819,1,1,0.926,0,1,1,0,0.0728
820,1,1,0.931,0,1,1,0,0.1358
821,1,1,0.929,0,1,1,0,0.206
822,1,1,0.911,0,1,1,0,0.2474
823,1,1,0.908,0,1,1,0,0.2536
824,1,1,0.912,0.029333333,1,1,0.121,0.255
825,1,1,0.929,0.289333333,1,1,0.4084,0.1796
826,1,1,0.932,0.476666667,1,1,0.6154,0.2216
827,1,1,0.925,0.586666667,1,1,0.7518,0.2654
828,1,1,0.828,0.618333333,1,1,0.8266,0.267
829,1,1,0.802,0.629,1,1,0.8448,0.2282
830,1,1,0.771,0.573333333,1,1,0.8076,0.166
831,1,1,0.806,0.511666667,1,1,0.7132,0.1138
832,1,1,0.814,0.395,1,1,0.5598,0.0682
833,1,1,0.781,0.217,1,1,0.332,0.0368
834,1,1,0.82,0.000666667,1,1,0.0668,0.0178
835,1,1,0.9,0,1,1,0,0.0244
836,1,1,0.899,0,1,1,0,0.101
837,1,1,0.937,0,1,1,0,0.2958
838,1,1,0.914,0,1,1,0,0.5028
839,1,1,0.904,0,1,1,0,0.6092
840,1,1,0.876,0,1,1,0,0.6388
841,1,1,0.344,0,1,1,0,0.6234
842,1,1,0.226,0,1,1,0,0.5974
843,1,1,0.116,0,1,1,0,0.5772
844,1,1,0.155,0,1,1,0,0.5842
845,1,1,0.107,0,1,1,0,0.6164
846,1,1,0.15,0,1,1,0,0.6254
847,1,1,0.192,0,1,1,0,0.5966
848,1,1,0.318,0.078333333,1,1,0.119,0.5172
849,1,1,0.554,0.387,1,1,0.3678,0.2768
850,1,1,0.526,0.573333333,1,1,0.596,0.262
851,1,1,0.339,0.684666667,1,1,0.7142,0.3836
852,1,1,0.15,0.736333333,1,1,0.7832,0.3864
853,1,1,0.117,0.741666667,1,1,0.8106,0.3586
854,1,1,0.09,0.732333333,1,1,0.761,0.3626
855,1,1,0.105,0.691666667,1,1,0.6592,0.4182
856,1,1,0.143,0.587333333,1,1,0.4986,0.5654
857,1,1,0.078,0.401666667,1,1,0.2768,0.7076
858,1,1,0.149,0.115,1,1,0.0526,0.777
859,1,1,0.332,0,1,1,0,0.822
860,1,1,0.641,0,1,1,0,0.8016
861,1,1,0.659,0,1,1,0,0.7502
862,1,1,0.581,0,1,1,0,0.724
863,1,1,0.445,0,1,1,0,0.6744
864,1,1,0.467,0,1,1,0,0.6282
865,1,1,0.399,0,1,1,0,0.6166
866,1,1,0.363,0,1,1,0,0.6268
867,1,1,0.407,0,1,1,0,0.6302
868,1,1,0.414,0,1,1,0,0.6288
869,1,1,0.178,0,1,1,0,0.6128
870,1,1,0.45,0,1,1,0,0.5798
871,1,1,0.593,0,1,1,0,0.5296
872,1,1,0.877,0.059,1,1,0.0568,0.4602
873,1,1,0.78,0.307333333,1,1,0.2792,0.2766
874,1,1,0.565,0.483666667,1,1,0.499,0.2016
875,1,1,0.368,0.548333333,1,1,0.6318,0.1924
876,1,1,0.282,0.562666667,1,1,0.6996,0.133
877,1,1,0.33,0.561333333,1,1,0.724,0.0898
878,1,1,0.406,0.560666667,1,1,0.6984,0.071
879,1,1,0.593,0.517,1,1,0.63,0.0648
880,1,1,0.485,0.435,1,1,0.4904,0.0456
881,1,1,0.484,0.282333333,1,1,0.2932,0.0392
882,1,1,0.551,0.046,1,1,0.0624,0.1106
883,1,1,0.706,0,1,1,0,0.2842
884,1,1,0.797,0,1,1,0,0.51
885,1,1,0.858,0,1,1,0,0.6628
886,1,1,0.653,0,1,1,0,0.7304
887,1,1,0.731,0,1,1,0,0.7618
888,1,1,0.707,0,1,1,0,0.7772
889,1,1,0.887,0,1,1,0,0.762
890,1,1,0.816,0,1,1,0,0.7212
891,1,1,0.828,0,1,1,0,0.6694
892,1,1,0.761,0,1,1,0,0.6098
893,1,1,0.846,0,1,1,0,0.5728
894,1,1,0.741,0,1,1,0,0.6156
895,1,1,0.761,0,1,1,0,0.7118
896,1,1,0.689,0.045333333,1,1,0.0938,0.7324
897,1,1,0.566,0.184,1,1,0.3208,0.6188
898,1,1,0.598,0.343666667,1,1,0.5886,0.5678
899,1,1,0.656,0.416666667,1,1,0.7316,0.692
900,1,1,0.557,0.444666667,1,1,0.8018,0.64
901,1,1,0.36,0.446,1,1,0.8152,0.578
902,1,1,0.498,0.442,1,1,0.7758,0.5604
903,1,1,0.516,0.402,1,1,0.684,0.5744
904,1,1,0.384,0.314666667,1,1,0.5316,0.6486
905,1,1,0.273,0.150333333,1,1,0.313,0.7116
906,1,1,0.293,0.002333333,1,1,0.0636,0.7468
907,1,1,0.437,0,1,1,0,0.805
908,1,1,0.415,0,1,1,0,0.7984
909,1,1,0.473,0,1,1,0,0.743
910,1,1,0.46,0,1,1,0,0.6896
911,1,1,0.637,0,1,1,0,0.6466
912,1,1,0.744,0,1,1,0,0.6604
913,1,1,0.878,0,1,1,0,0.708
914,1,1,0.899,0,1,1,0,0.7382
915,1,1,0.809,0,1,1,0,0.763
916,1,1,0.745,0,1,1,0,0.7804
917,1,1,0.547,0,1,1,0,0.7864
918,1,1,0.567,0,1,1,0,0.7898
919,1,1,0.623,0,1,1,0,0.782
920,1,1,0.575,0.041666667,1,1,0.112,0.7572
921,1,1,0.714,0.302333333,1,1,0.3726,0.6174
922,1,1,0.542,0.497666667,1,1,0.583,0.8592
923,1,1,0.397,0.593666667,1,1,0.7158,0.904
924,1,1,0.41,0.643666667,1,1,0.7816,0.8976
925,1,1,0.391,0.659333333,1,1,0.7956,0.8998
926,1,1,0.256,0.658,1,1,0.765,0.8922
927,1,1,0.251,0.613333333,1,1,0.6742,0.8864
928,1,1,0.134,0.524,1,1,0.5194,0.8712
929,1,1,0.064,0.380666667,1,1,0.3082,0.8318
930,1,1,0.091,0.129666667,1,1,0.0662,0.7532
931,1,1,0.181,0,1,1,0,0.697
932,1,1,0.198,0,1,1,0,0.631
933,1,1,0.068,0,1,1,0,0.5306
934,1,1,0.022,0,1,1,0,0.4904
935,1,1,0.017,0,1,1,0,0.5062
936,1,1,0.016,0,1,1,0,0.5088
937,1,1,0.02,0,1,1,0,0.5278
938,1,1,0.035,0,1,1,0,0.5828
939,1,1,0.077,0,1,1,0,0.635
940,1,1,0.086,0,1,1,0,0.647
941,1,1,0.045,0,1,1,0,0.653
942,1,1,0.065,0,1,1,0,0.6566
943,1,1,0.134,0,1,1,0,0.6564
944,1,1,0.328,0.082,1,1,0.1434,0.6522
945,1,1,0.514,0.355666667,1,1,0.4044,0.4796
946,1,1,0.575,0.53,1,1,0.6028,0.261
947,1,1,0.405,0.638333333,1,1,0.7298,0.3856
948,1,1,0.36,0.676333333,1,1,0.7988,0.5096
949,1,1,0.347,0.694,1,1,0.8128,0.5786
950,1,1,0.392,0.688333333,1,1,0.7752,0.6194
951,1,1,0.372,0.654,1,1,0.6828,0.6346
952,1,1,0.298,0.550666667,1,1,0.5328,0.6006
953,1,1,0.149,0.389666667,1,1,0.3178,0.4882
954,1,1,0.17,0.137333333,1,1,0.0696,0.4624
955,1,1,0.355,0,1,1,0,0.467
956,1,1,0.226,0,1,1,0,0.31
957,1,1,0.459,0,1,1,0,0.1444
958,1,1,0.61,0,1,1,0,0.069
959,1,1,0.918,0,1,1,0,0.0512
960,1,1,0.973,0,1,1,0,0.0702
961,1,1,0.988,0,1,1,0,0.2006
962,1,1,0.986,0,1,1,0,0.3528
963,1,1,0.983,0,1,1,0,0.4458
964,1,1,0.977,0,1,1,0,0.4798
965,1,1,0.979,0,1,1,0,0.5022
966,1,1,0.98,0,1,1,0,0.542
967,1,1,0.965,0,1,1,0,0.5986
968,1,1,0.962,0.089666667,1,1,0.1354,0.6504
969,1,1,0.955,0.377333333,1,1,0.3878,0.5408
970,1,1,0.954,0.552333333,1,1,0.5868,0.3628
971,1,1,0.955,0.651666667,1,1,0.7172,0.4146
972,1,1,0.912,0.698333333,1,1,0.7876,0.6898
973,1,1,0.584,0.709666667,1,1,0.804,0.7644
974,1,1,0.508,0.717666667,1,1,0.768,0.7556
975,1,1,0.454,0.676,1,1,0.678,0.709
976,1,1,0.723,0.581333333,1,1,0.5296,0.6424
977,1,1,0.75,0.413666667,1,1,0.319,0.5816
978,1,1,0.692,0.133666667,1,1,0.0724,0.5908
979,1,1,0.762,0,1,1,0,0.5984
980,1,1,0.638,0,1,1,0,0.6244
981,1,1,0.525,0,1,1,0,0.681
982,1,1,0.671,0,1,1,0,0.7396
983,1,1,0.483,0,1,1,0,0.7578
984,1,1,0.534,0,1,1,0,0.7588
985,1,1,0.512,0,1,1,0,0.78
986,1,1,0.569,0,1,1,0,0.8496
987,1,1,0.338,0,1,1,0,0.8756
988,1,1,0.163,0,1,1,0,0.849
989,1,1,0.099,0,1,1,0,0.7836
990,1,1,0.087,0,1,1,0,0.6996
991,1,1,0.106,0,1,1,0,0.6076
992,1,1,0.161,0.054,1,1,0.125,0.4914
993,1,1,0.184,0.270333333,1,1,0.3802,0.2208
994,1,1,0.157,0.451666667,1,1,0.5766,0.1078
995,1,1,0.084,0.568333333,1,1,0.7056,0.0804
996,1,1,0.075,0.606666667,1,1,0.7738,0.049
997,1,1,0.125,0.612333333,1,1,0.7894,0.0304
998,1,1,0.1,0.591666667,1,1,0.755,0.021
999,1,1,0.113,0.552,1,1,0.6664,0.0132
1000,1,1,0.262,0.469666667,1,1,0.523,0.0102
1001,1,1,0.245,0.340333333,1,1,0.315,0.0164
1002,1,1,0.193,0.123666667,1,1,0.072,0.0796
1003,1,1,0.218,0,1,1,0,0.2356
1004,1,1,0.341,0,1,1,0,0.4166
1005,1,1,0.382,0,1,1,0,0.506
1006,1,1,0.26,0,1,1,0,0.4812
1007,1,1,0.162,0,1,1,0,0.3718
1008,1,1,0.123,0,1,1,0,0.255
1009,1,1,0.689,0,1,1,0,0.1762
1010,1,1,0.563,0,1,1,0,0.1372
1011,1,1,0.624,0,1,1,0,0.12
1012,1,1,0.698,0,1,1,0,0.1154
1013,1,1,0.749,0,1,1,0,0.134
1014,1,1,0.71,0,1,1,0,0.212
1015,1,1,0.763,0,1,1,0,0.3192
1016,1,1,0.288,0.014,1,1,0.1178,0.384
1017,1,1,0.731,0.234666667,1,1,0.3548,0.2264
1018,1,1,0.715,0.437666667,1,1,0.5588,0.1298
1019,1,1,0.696,0.552,1,1,0.688,0.231
1020,1,1,0.438,0.596,1,1,0.7576,0.25
1021,1,1,0.176,0.61,1,1,0.7766,0.24
1022,1,1,0.028,0.599666667,1,1,0.7428,0.211
1023,1,1,0.005,0.529,1,1,0.6558,0.187
1024,1,1,0.051,0.408333333,1,1,0.5084,0.1748
1025,1,1,0.069,0.203333333,1,1,0.301,0.1954
1026,1,1,0.279,0,1,1,0.0664,0.3502
1027,1,1,0.205,0,1,1,0,0.5906
1028,1,1,0.235,0,1,1,0,0.6644
1029,1,1,0.226,0,1,1,0,0.6606
1030,1,1,0.351,0,1,1,0,0.636
1031,1,1,0.608,0,1,1,0,0.59
1032,1,1,0.73,0,1,1,0,0.512
1033,1,1,0.821,0,1,1,0,0.4536
1034,1,1,0.982,0,1,1,0,0.4026
1035,1,1,0.985,0,1,1,0,0.3494
1036,1,1,0.984,0,1,1,0,0.2818
1037,1,1,0.898,0,1,1,0,0.2362
1038,1,1,0.985,0,1,1,0,0.2308
1039,1,1,0.984,0,1,1,0,0.234
1040,1,1,0.984,0.019333333,1,1,0.0912,0.2126
1041,1,1,0.985,0.164,1,1,0.3074,0.2462
1042,1,1,0.986,0.299,1,1,0.535,0.4004
1043,1,1,0.986,0.397,1,1,0.676,0.4992
1044,1,1,0.988,0.407666667,1,1,0.7426,0.588
1045,1,1,0.99,0.388333333,1,1,0.7528,0.6664
1046,1,1,0.994,0.350333333,1,1,0.7026,0.7278
1047,1,1,0.972,0.268333333,1,1,0.5918,0.7708
1048,1,1,0.983,0.168,1,1,0.444,0.7996
1049,1,1,0.973,0.052666667,1,1,0.2452,0.8048
1050,1,1,0.991,0,1,1,0.0492,0.8718
1051,1,1,0.981,0,1,1,0,0.9328
1052,1,1,0.966,0,1,1,0,0.9392
1053,1,1,0.927,0,1,1,0,0.9354
1054,1,1,0.895,0,1,1,0,0.9318
1055,1,1,0.871,0,1,1,0,0.92
1056,1,1,0.75,0,1,1,0,0.8994
1057,1,1,0.539,0,1,1,0,0.8582
1058,1,1,0.494,0,1,1,0,0.807
1059,1,1,0.422,0,1,1,0,0.8444
1060,1,1,0.458,0,1,1,0,0.8816
1061,1,1,0.32,0,1,1,0,0.8588
1062,1,1,0.283,0,1,1,0,0.8264
1063,1,1,0.231,0,1,1,0,0.7578
1064,1,1,0.012,0.012333333,1,1,0.0562,0.6176
1065,1,1,0.33,0.215333333,1,1,0.236,0.4302
1066,1,1,0.421,0.411666667,1,1,0.4434,0.3988
1067,1,1,0.52,0.509333333,1,1,0.5736,0.3046
1068,1,1,0.445,0.540666667,1,1,0.6282,0.1694
1069,1,1,0.394,0.552666667,1,1,0.6104,0.0656
1070,1,1,0.445,0.539666667,1,1,0.5518,0.023
1071,1,1,0.474,0.475333333,1,1,0.5068,0.0178
1072,1,1,0.537,0.35,1,1,0.3782,0.0244
1073,1,1,0.046,0.169666667,1,1,0.2162,0.0358
1074,1,1,0.062,0,1,1,0.0554,0.0674
1075,1,1,0.397,0,1,1,0,0.183
1076,1,1,0.317,0,1,1,0,0.3202
1077,1,1,0.425,0,1,1,0,0.4038
1078,1,1,0.583,0,1,1,0,0.4278
1079,1,1,0.64,0,1,1,0,0.364
1080,1,1,0.66,0,1,1,0,0.253
1081,1,1,0.598,0,1,1,0,0.1558
1082,1,1,0.488,0,1,1,0,0.068
1083,1,1,0.505,0,1,1,0,0.0462
1084,1,1,0.442,0,1,1,0,0.247
1085,1,1,0.343,0,1,1,0,0.461
1086,1,1,0.319,0,1,1,0,0.534
